state,sex,c34_site,age_group,num_cases,person_years
Ohio,2,103,14,967,1610282
Ohio,2,103,15,1135,1177683
Ohio,2,103,16,1009,898397
Ohio,2,103,17,647,688489
Ohio,2,103,18,421,840749
Ohio,2,103,19,0,0
Ohio,1,104,1,0,1784315
Ohio,1,104,2,1,1844068
Ohio,1,104,3,0,1909241
Ohio,1,104,4,1,1978033
Ohio,1,104,5,1,1997585
Ohio,1,104,6,3,1928061
Ohio,1,104,7,9,1802664
Ohio,1,104,8,18,1723279
Ohio,1,104,9,34,1742969
Ohio,1,104,10,106,1866792
Ohio,1,104,11,264,2012875
Ohio,1,104,12,530,2051740
Ohio,1,104,13,711,1793289
Ohio,1,104,14,863,1440474
Ohio,1,104,15,850,989806
Ohio,1,104,16,711,689486
Ohio,1,104,17,624,466656
Ohio,1,104,18,655,423102
Ohio,1,104,19,0,0
Ohio,2,104,1,1,1704966
Ohio,2,104,2,0,1766872
Ohio,2,104,3,0,1828681
Ohio,2,104,4,0,1883612
Ohio,2,104,5,0,1941387
Ohio,2,104,6,1,1892484
Ohio,2,104,7,7,1814695
Ohio,2,104,8,11,1738821
Ohio,2,104,9,39,1774441
Ohio,2,104,10,88,1902122
Ohio,2,104,11,233,2090155
Ohio,2,104,12,401,2166143
Ohio,2,104,13,508,1926517
Ohio,2,104,14,586,1610282
Ohio,2,104,15,671,1177683
Ohio,2,104,16,588,898397
Ohio,2,104,17,557,688489
Ohio,2,104,18,756,840749
Ohio,2,104,19,0,0
Oklahoma,1,91,1,0,679429
Oklahoma,1,91,2,0,689949
Oklahoma,1,91,3,0,677506
Oklahoma,1,91,4,1,670356
Oklahoma,1,91,5,1,736996
Oklahoma,1,91,6,6,692488
Oklahoma,1,91,7,9,677156
Oklahoma,1,91,8,19,616540
Oklahoma,1,91,9,40,581096
Oklahoma,1,91,10,132,575861
Oklahoma,1,91,11,363,625133
Oklahoma,1,91,12,886,619896
Oklahoma,1,91,13,1196,541808
Oklahoma,1,91,14,1544,448475
Oklahoma,1,91,15,1626,328065
Oklahoma,1,91,16,1249,229309
Oklahoma,1,91,17,864,149131
Oklahoma,1,91,18,506,122319
Oklahoma,1,91,19,0,0
Oklahoma,2,91,1,0,647833
Oklahoma,2,91,2,1,661677
Oklahoma,2,91,3,1,646529
Oklahoma,2,91,4,0,630293
Oklahoma,2,91,5,2,686376
Oklahoma,2,91,6,2,669957
Oklahoma,2,91,7,3,660198
Oklahoma,2,91,8,18,603391
Oklahoma,2,91,9,54,577116
Oklahoma,2,91,10,138,574913
Oklahoma,2,91,11,419,639624
Oklahoma,2,91,12,756,654559
Oklahoma,2,91,13,896,585985
Oklahoma,2,91,14,1259,498373
Oklahoma,2,91,15,1296,382959
Oklahoma,2,91,16,1059,283962
Oklahoma,2,91,17,712,209371
Oklahoma,2,91,18,499,223919
Oklahoma,2,91,19,0,0
Oklahoma,1,92,1,0,679429
Oklahoma,1,92,2,0,689949
Oklahoma,1,92,3,0,677506
Oklahoma,1,92,4,0,670356
Oklahoma,1,92,5,1,736996
Oklahoma,1,92,6,0,692488
Oklahoma,1,92,7,1,677156
Oklahoma,1,92,8,3,616540
Oklahoma,1,92,9,12,581096
Oklahoma,1,92,10,22,575861
Oklahoma,1,92,11,77,625133
Oklahoma,1,92,12,203,619896
Oklahoma,1,92,13,334,541808
Oklahoma,1,92,14,437,448475
Oklahoma,1,92,15,503,328065
Oklahoma,1,92,16,397,229309
Oklahoma,1,92,17,233,149131
Oklahoma,1,92,18,112,122319
Oklahoma,1,92,19,0,0
Oklahoma,2,92,1,0,647833
Oklahoma,2,92,2,0,661677
Oklahoma,2,92,3,0,646529
Oklahoma,2,92,4,0,630293
Oklahoma,2,92,5,1,686376
Oklahoma,2,92,6,0,669957
Oklahoma,2,92,7,0,660198
Oklahoma,2,92,8,1,603391
Oklahoma,2,92,9,4,577116
Oklahoma,2,92,10,11,574913
Oklahoma,2,92,11,58,639624
Oklahoma,2,92,12,119,654559
Oklahoma,2,92,13,167,585985
Oklahoma,2,92,14,279,498373
Oklahoma,2,92,15,296,382959
Oklahoma,2,92,16,285,283962
Oklahoma,2,92,17,151,209371
Oklahoma,2,92,18,83,223919
Oklahoma,2,92,19,0,0
Oklahoma,1,93,1,0,679429
Oklahoma,1,93,2,0,689949
Oklahoma,1,93,3,0,677506
Oklahoma,1,93,4,0,670356
Oklahoma,1,93,5,0,736996
Oklahoma,1,93,6,3,692488
Oklahoma,1,93,7,3,677156
Oklahoma,1,93,8,7,616540
Oklahoma,1,93,9,17,581096
Oklahoma,1,93,10,49,575861
Oklahoma,1,93,11,150,625133
Oklahoma,1,93,12,317,619896
Oklahoma,1,93,13,399,541808
Oklahoma,1,93,14,497,448475
Oklahoma,1,93,15,498,328065
Oklahoma,1,93,16,380,229309
Oklahoma,1,93,17,279,149131
Oklahoma,1,93,18,134,122319
Oklahoma,1,93,19,0,0
Oklahoma,2,93,1,0,647833
Oklahoma,2,93,2,0,661677
Oklahoma,2,93,3,1,646529
Oklahoma,2,93,4,0,630293
Oklahoma,2,93,5,1,686376
Oklahoma,2,93,6,2,669957
Oklahoma,2,93,7,1,660198
Oklahoma,2,93,8,11,603391
Oklahoma,2,93,9,21,577116
Oklahoma,2,93,10,72,574913
Oklahoma,2,93,11,179,639624
Oklahoma,2,93,12,363,654559
Oklahoma,2,93,13,382,585985
Oklahoma,2,93,14,476,498373
Oklahoma,2,93,15,463,382959
Oklahoma,2,93,16,375,283962
Oklahoma,2,93,17,257,209371
Oklahoma,2,93,18,143,223919
Oklahoma,2,93,19,0,0
Oklahoma,1,94,1,0,679429
Oklahoma,1,94,2,0,689949
Oklahoma,1,94,3,0,677506
Oklahoma,1,94,4,0,670356
Oklahoma,1,94,5,0,736996
Oklahoma,1,94,6,0,692488
Oklahoma,1,94,7,1,677156
Oklahoma,1,94,8,3,616540
Oklahoma,1,94,9,6,581096
Oklahoma,1,94,10,16,575861
Oklahoma,1,94,11,60,625133
Oklahoma,1,94,12,142,619896
Oklahoma,1,94,13,174,541808
Oklahoma,1,94,14,221,448475
Oklahoma,1,94,15,206,328065
Oklahoma,1,94,16,121,229309
Oklahoma,1,94,17,63,149131
Oklahoma,1,94,18,31,122319
Oklahoma,1,94,19,0,0
Oklahoma,2,94,1,0,647833
Oklahoma,2,94,2,0,661677
Oklahoma,2,94,3,0,646529
Oklahoma,2,94,4,0,630293
Oklahoma,2,94,5,0,686376
Oklahoma,2,94,6,0,669957
Oklahoma,2,94,7,0,660198
Oklahoma,2,94,8,0,603391
Oklahoma,2,94,9,8,577116
Oklahoma,2,94,10,25,574913
Oklahoma,2,94,11,99,639624
Oklahoma,2,94,12,130,654559
Oklahoma,2,94,13,171,585985
Oklahoma,2,94,14,246,498373
Oklahoma,2,94,15,239,382959
Oklahoma,2,94,16,131,283962
Oklahoma,2,94,17,64,209371
Oklahoma,2,94,18,24,223919
Oklahoma,2,94,19,0,0
Oklahoma,1,95,1,0,679429
Oklahoma,1,95,2,0,689949
Oklahoma,1,95,3,0,677506
Oklahoma,1,95,4,0,670356
Oklahoma,1,95,5,0,736996
Oklahoma,1,95,6,0,692488
Oklahoma,1,95,7,1,677156
Oklahoma,1,95,8,0,616540
Oklahoma,1,95,9,0,581096
Oklahoma,1,95,10,6,575861
Oklahoma,1,95,11,17,625133
Oklahoma,1,95,12,31,619896
Oklahoma,1,95,13,40,541808
Oklahoma,1,95,14,61,448475
Oklahoma,1,95,15,54,328065
Oklahoma,1,95,16,48,229309
Oklahoma,1,95,17,40,149131
Oklahoma,1,95,18,41,122319
Oklahoma,1,95,19,0,0
Oklahoma,2,95,1,0,647833
Oklahoma,2,95,2,0,661677
Oklahoma,2,95,3,0,646529
Oklahoma,2,95,4,0,630293
Oklahoma,2,95,5,0,686376
Oklahoma,2,95,6,0,669957
Oklahoma,2,95,7,0,660198
Oklahoma,2,95,8,1,603391
Oklahoma,2,95,9,1,577116
Oklahoma,2,95,10,4,574913
Oklahoma,2,95,11,15,639624
Oklahoma,2,95,12,24,654559
Oklahoma,2,95,13,28,585985
Oklahoma,2,95,14,34,498373
Oklahoma,2,95,15,39,382959
Oklahoma,2,95,16,41,283962
Oklahoma,2,95,17,35,209371
Oklahoma,2,95,18,31,223919
Oklahoma,2,95,19,0,0
Oklahoma,1,96,1,0,679429
Oklahoma,1,96,2,0,689949
Oklahoma,1,96,3,0,677506
Oklahoma,1,96,4,1,670356
Oklahoma,1,96,5,0,736996
Oklahoma,1,96,6,2,692488
Oklahoma,1,96,7,3,677156
Oklahoma,1,96,8,6,616540
Oklahoma,1,96,9,5,581096
Oklahoma,1,96,10,23,575861
Oklahoma,1,96,11,36,625133
Oklahoma,1,96,12,111,619896
Oklahoma,1,96,13,111,541808
Oklahoma,1,96,14,158,448475
Oklahoma,1,96,15,183,328065
Oklahoma,1,96,16,116,229309
Oklahoma,1,96,17,74,149131
Oklahoma,1,96,18,44,122319
Oklahoma,1,96,19,0,0
Oklahoma,2,96,1,0,647833
Oklahoma,2,96,2,1,661677
Oklahoma,2,96,3,0,646529
Oklahoma,2,96,4,0,630293
Oklahoma,2,96,5,0,686376
Oklahoma,2,96,6,0,669957
Oklahoma,2,96,7,2,660198
Oklahoma,2,96,8,5,603391
Oklahoma,2,96,9,16,577116
Oklahoma,2,96,10,21,574913
Oklahoma,2,96,11,50,639624
Oklahoma,2,96,12,85,654559
Oklahoma,2,96,13,91,585985
Oklahoma,2,96,14,153,498373
Oklahoma,2,96,15,138,382959
Oklahoma,2,96,16,111,283962
Oklahoma,2,96,17,70,209371
Oklahoma,2,96,18,30,223919
Oklahoma,2,96,19,0,0
Oklahoma,1,97,1,0,679429
Oklahoma,1,97,2,0,689949
Oklahoma,1,97,3,0,677506
Oklahoma,1,97,4,0,670356
Oklahoma,1,97,5,0,736996
Oklahoma,1,97,6,1,692488
Oklahoma,1,97,7,0,677156
Oklahoma,1,97,8,0,616540
Oklahoma,1,97,9,0,581096
Oklahoma,1,97,10,1,575861
Oklahoma,1,97,11,0,625133
Oklahoma,1,97,12,0,619896
Oklahoma,1,97,13,1,541808
Oklahoma,1,97,14,1,448475
Oklahoma,1,97,15,2,328065
Oklahoma,1,97,16,2,229309
Oklahoma,1,97,17,1,149131
Oklahoma,1,97,18,0,122319
Oklahoma,1,97,19,0,0
Oklahoma,2,97,1,0,647833
Oklahoma,2,97,2,0,661677
Oklahoma,2,97,3,0,646529
Oklahoma,2,97,4,0,630293
Oklahoma,2,97,5,0,686376
Oklahoma,2,97,6,0,669957
Oklahoma,2,97,7,0,660198
Oklahoma,2,97,8,0,603391
Oklahoma,2,97,9,0,577116
Oklahoma,2,97,10,0,574913
Oklahoma,2,97,11,0,639624
Oklahoma,2,97,12,1,654559
Oklahoma,2,97,13,0,585985
Oklahoma,2,97,14,0,498373
Oklahoma,2,97,15,0,382959
Oklahoma,2,97,16,0,283962
Oklahoma,2,97,17,0,209371
Oklahoma,2,97,18,3,223919
Oklahoma,2,97,19,0,0
Oklahoma,1,98,1,0,679429
Oklahoma,1,98,2,0,689949
Oklahoma,1,98,3,0,677506
Oklahoma,1,98,4,0,670356
Oklahoma,1,98,5,0,736996
Oklahoma,1,98,6,0,692488
Oklahoma,1,98,7,0,677156
Oklahoma,1,98,8,0,616540
Oklahoma,1,98,9,0,581096
Oklahoma,1,98,10,0,575861
Oklahoma,1,98,11,0,625133
Oklahoma,1,98,12,0,619896
Oklahoma,1,98,13,0,541808
Oklahoma,1,98,14,3,448475
Oklahoma,1,98,15,2,328065
Oklahoma,1,98,16,3,229309
Oklahoma,1,98,17,1,149131
Oklahoma,1,98,18,0,122319
Oklahoma,1,98,19,0,0
Oklahoma,2,98,1,0,647833
Oklahoma,2,98,2,0,661677
Oklahoma,2,98,3,0,646529
Oklahoma,2,98,4,0,630293
Oklahoma,2,98,5,0,686376
Oklahoma,2,98,6,0,669957
Oklahoma,2,98,7,0,660198
Oklahoma,2,98,8,0,603391
Oklahoma,2,98,9,0,577116
Oklahoma,2,98,10,0,574913
Oklahoma,2,98,11,1,639624
Oklahoma,2,98,12,0,654559
Oklahoma,2,98,13,0,585985
Oklahoma,2,98,14,1,498373
Oklahoma,2,98,15,3,382959
Oklahoma,2,98,16,0,283962
Oklahoma,2,98,17,0,209371
Oklahoma,2,98,18,0,223919
Oklahoma,2,98,19,0,0
Oklahoma,1,99,1,0,679429
Oklahoma,1,99,2,0,689949
Oklahoma,1,99,3,0,677506
Oklahoma,1,99,4,0,670356
Oklahoma,1,99,5,0,736996
Oklahoma,1,99,6,0,692488
Oklahoma,1,99,7,0,677156
Oklahoma,1,99,8,0,616540
Oklahoma,1,99,9,0,581096
Oklahoma,1,99,10,15,575861
Oklahoma,1,99,11,23,625133
Oklahoma,1,99,12,82,619896
Oklahoma,1,99,13,137,541808
Oklahoma,1,99,14,166,448475
Oklahoma,1,99,15,178,328065
Oklahoma,1,99,16,182,229309
Oklahoma,1,99,17,173,149131
Oklahoma,1,99,18,144,122319
Oklahoma,1,99,19,0,0
Oklahoma,2,99,1,0,647833
Oklahoma,2,99,2,0,661677
Oklahoma,2,99,3,0,646529
Oklahoma,2,99,4,0,630293
Oklahoma,2,99,5,0,686376
Oklahoma,2,99,6,0,669957
Oklahoma,2,99,7,0,660198
Oklahoma,2,99,8,0,603391
Oklahoma,2,99,9,4,577116
Oklahoma,2,99,10,5,574913
Oklahoma,2,99,11,17,639624
Oklahoma,2,99,12,34,654559
Oklahoma,2,99,13,57,585985
Oklahoma,2,99,14,70,498373
Oklahoma,2,99,15,118,382959
Oklahoma,2,99,16,116,283962
Oklahoma,2,99,17,135,209371
Oklahoma,2,99,18,185,223919
Oklahoma,2,99,19,0,0
Oklahoma,1,100,1,0,679429
Oklahoma,1,100,2,0,689949
Oklahoma,1,100,3,0,677506
Oklahoma,1,100,4,0,670356
Oklahoma,1,100,5,0,736996
Oklahoma,1,100,6,0,692488
Oklahoma,1,100,7,0,677156
Oklahoma,1,100,8,0,616540
Oklahoma,1,100,9,4,581096
Oklahoma,1,100,10,12,575861
Oklahoma,1,100,11,23,625133
Oklahoma,1,100,12,45,619896
Oklahoma,1,100,13,58,541808
Oklahoma,1,100,14,55,448475
Oklahoma,1,100,15,70,328065
Oklahoma,1,100,16,39,229309
Oklahoma,1,100,17,23,149131
Oklahoma,1,100,18,12,122319
Oklahoma,1,100,19,0,0
Oklahoma,2,100,1,0,647833
Oklahoma,2,100,2,1,661677
Oklahoma,2,100,3,0,646529
Oklahoma,2,100,4,0,630293
Oklahoma,2,100,5,0,686376
Oklahoma,2,100,6,0,669957
Oklahoma,2,100,7,0,660198
Oklahoma,2,100,8,1,603391
Oklahoma,2,100,9,2,577116
Oklahoma,2,100,10,9,574913
Oklahoma,2,100,11,24,639624
Oklahoma,2,100,12,38,654559
Oklahoma,2,100,13,45,585985
Oklahoma,2,100,14,44,498373
Oklahoma,2,100,15,56,382959
Oklahoma,2,100,16,31,283962
Oklahoma,2,100,17,27,209371
Oklahoma,2,100,18,12,223919
Oklahoma,2,100,19,0,0
Oklahoma,1,101,1,0,679429
Oklahoma,1,101,2,0,689949
Oklahoma,1,101,3,0,677506
Oklahoma,1,101,4,0,670356
Oklahoma,1,101,5,1,736996
Oklahoma,1,101,6,2,692488
Oklahoma,1,101,7,0,677156
Oklahoma,1,101,8,13,616540
Oklahoma,1,101,9,18,581096
Oklahoma,1,101,10,63,575861
Oklahoma,1,101,11,194,625133
Oklahoma,1,101,12,453,619896
Oklahoma,1,101,13,597,541808
Oklahoma,1,101,14,766,448475
Oklahoma,1,101,15,785,328065
Oklahoma,1,101,16,592,229309
Oklahoma,1,101,17,352,149131
Oklahoma,1,101,18,206,122319
Oklahoma,1,101,19,0,0
Oklahoma,2,101,1,0,647833
Oklahoma,2,101,2,0,661677
Oklahoma,2,101,3,0,646529
Oklahoma,2,101,4,0,630293
Oklahoma,2,101,5,1,686376
Oklahoma,2,101,6,0,669957
Oklahoma,2,101,7,2,660198
Oklahoma,2,101,8,9,603391
Oklahoma,2,101,9,25,577116
Oklahoma,2,101,10,73,574913
Oklahoma,2,101,11,208,639624
Oklahoma,2,101,12,376,654559
Oklahoma,2,101,13,434,585985
Oklahoma,2,101,14,634,498373
Oklahoma,2,101,15,657,382959
Oklahoma,2,101,16,469,283962
Oklahoma,2,101,17,308,209371
Oklahoma,2,101,18,189,223919
Oklahoma,2,101,19,0,0
Oklahoma,1,102,1,0,679429
Oklahoma,1,102,2,0,689949
Oklahoma,1,102,3,0,677506
Oklahoma,1,102,4,1,670356
Oklahoma,1,102,5,0,736996
Oklahoma,1,102,6,1,692488
Oklahoma,1,102,7,2,677156
Oklahoma,1,102,8,1,616540
Oklahoma,1,102,9,3,581096
Oklahoma,1,102,10,3,575861
Oklahoma,1,102,11,7,625133
Oklahoma,1,102,12,23,619896
Oklahoma,1,102,13,32,541808
Oklahoma,1,102,14,63,448475
Oklahoma,1,102,15,62,328065
Oklahoma,1,102,16,33,229309
Oklahoma,1,102,17,30,149131
Oklahoma,1,102,18,19,122319
Oklahoma,1,102,19,0,0
Oklahoma,2,102,1,0,647833
Oklahoma,2,102,2,0,661677
Oklahoma,2,102,3,0,646529
Oklahoma,2,102,4,0,630293
Oklahoma,2,102,5,0,686376
Oklahoma,2,102,6,0,669957
Oklahoma,2,102,7,0,660198
Oklahoma,2,102,8,1,603391
Oklahoma,2,102,9,0,577116
Oklahoma,2,102,10,6,574913
Oklahoma,2,102,11,13,639624
Oklahoma,2,102,12,32,654559
Oklahoma,2,102,13,39,585985
Oklahoma,2,102,14,46,498373
Oklahoma,2,102,15,56,382959
Oklahoma,2,102,16,42,283962
Oklahoma,2,102,17,31,209371
Oklahoma,2,102,18,19,223919
Oklahoma,2,102,19,0,0
Oklahoma,1,103,1,0,679429
Oklahoma,1,103,2,0,689949
Oklahoma,1,103,3,0,677506
Oklahoma,1,103,4,0,670356
Oklahoma,1,103,5,0,736996
Oklahoma,1,103,6,1,692488
Oklahoma,1,103,7,1,677156
Oklahoma,1,103,8,1,616540
Oklahoma,1,103,9,4,581096
Oklahoma,1,103,10,17,575861
Oklahoma,1,103,11,64,625133
Oklahoma,1,103,12,157,619896
Oklahoma,1,103,13,234,541808
Oklahoma,1,103,14,314,448475
Oklahoma,1,103,15,371,328065
Oklahoma,1,103,16,299,229309
Oklahoma,1,103,17,217,149131
Oklahoma,1,103,18,99,122319
Oklahoma,1,103,19,0,0
Oklahoma,2,103,1,0,647833
Oklahoma,2,103,2,0,661677
Oklahoma,2,103,3,0,646529
Oklahoma,2,103,4,0,630293
Oklahoma,2,103,5,0,686376
Oklahoma,2,103,6,1,669957
Oklahoma,2,103,7,1,660198
Oklahoma,2,103,8,3,603391
Oklahoma,2,103,9,14,577116
Oklahoma,2,103,10,26,574913
Oklahoma,2,103,11,89,639624
Oklahoma,2,103,12,184,654559
Oklahoma,2,103,13,196,585985
Oklahoma,2,103,14,303,498373
Oklahoma,2,103,15,287,382959
Oklahoma,2,103,16,293,283962
Oklahoma,2,103,17,165,209371
Oklahoma,2,103,18,91,223919
Oklahoma,2,103,19,0,0
Oklahoma,1,104,1,0,679429
Oklahoma,1,104,2,0,689949
Oklahoma,1,104,3,0,677506
Oklahoma,1,104,4,0,670356
Oklahoma,1,104,5,0,736996
Oklahoma,1,104,6,2,692488
Oklahoma,1,104,7,6,677156
Oklahoma,1,104,8,4,616540
Oklahoma,1,104,9,11,581096
Oklahoma,1,104,10,37,575861
Oklahoma,1,104,11,75,625133
Oklahoma,1,104,12,208,619896
Oklahoma,1,104,13,275,541808
Oklahoma,1,104,14,346,448475
Oklahoma,1,104,15,338,328065
Oklahoma,1,104,16,286,229309
Oklahoma,1,104,17,242,149131
Oklahoma,1,104,18,170,122319
Oklahoma,1,104,19,0,0
Oklahoma,2,104,1,0,647833
Oklahoma,2,104,2,0,661677
Oklahoma,2,104,3,1,646529
Oklahoma,2,104,4,0,630293
Oklahoma,2,104,5,1,686376
Oklahoma,2,104,6,1,669957
Oklahoma,2,104,7,0,660198
Oklahoma,2,104,8,4,603391
Oklahoma,2,104,9,13,577116
Oklahoma,2,104,10,24,574913
Oklahoma,2,104,11,85,639624
Oklahoma,2,104,12,126,654559
Oklahoma,2,104,13,182,585985
Oklahoma,2,104,14,232,498373
Oklahoma,2,104,15,240,382959
Oklahoma,2,104,16,224,283962
Oklahoma,2,104,17,181,209371
Oklahoma,2,104,18,188,223919
Oklahoma,2,104,19,0,0
Oregon,1,91,1,0,596157
Oregon,1,91,2,0,620297
Oregon,1,91,3,1,618258
Oregon,1,91,4,0,628278
Oregon,1,91,5,3,679184
Oregon,1,91,6,3,707814
Oregon,1,91,7,3,711893
Oregon,1,91,8,13,681641
Oregon,1,91,9,37,651017
Oregon,1,91,10,98,636452
Oregon,1,91,11,225,642734
Oregon,1,91,12,568,662164
Oregon,1,91,13,914,644029
Oregon,1,91,14,1253,552457
Oregon,1,91,15,1342,383490
Oregon,1,91,16,1080,248156
Oregon,1,91,17,778,159025
Oregon,1,91,18,637,149703
Oregon,1,91,19,0,0
Oregon,2,91,1,0,565375
Oregon,2,91,2,1,593021
Oregon,2,91,3,0,591423
Oregon,2,91,4,0,597165
Oregon,2,91,5,3,653505
Oregon,2,91,6,9,686036
Oregon,2,91,7,7,701265
Oregon,2,91,8,13,669128
Oregon,2,91,9,49,632487
Oregon,2,91,10,87,626420
Oregon,2,91,11,265,659592
Oregon,2,91,12,544,707378
Oregon,2,91,13,870,698442
Oregon,2,91,14,1133,597524
Oregon,2,91,15,1321,423888
Oregon,2,91,16,1144,287803
Oregon,2,91,17,855,206386
Oregon,2,91,18,687,265518
Oregon,2,91,19,0,0
Oregon,1,92,1,0,596157
Oregon,1,92,2,0,620297
Oregon,1,92,3,0,618258
Oregon,1,92,4,0,628278
Oregon,1,92,5,0,679184
Oregon,1,92,6,1,707814
Oregon,1,92,7,0,711893
Oregon,1,92,8,0,681641
Oregon,1,92,9,10,651017
Oregon,1,92,10,17,636452
Oregon,1,92,11,46,642734
Oregon,1,92,12,118,662164
Oregon,1,92,13,227,644029
Oregon,1,92,14,312,552457
Oregon,1,92,15,331,383490
Oregon,1,92,16,255,248156
Oregon,1,92,17,190,159025
Oregon,1,92,18,107,149703
Oregon,1,92,19,0,0
Oregon,2,92,1,0,565375
Oregon,2,92,2,0,593021
Oregon,2,92,3,0,591423
Oregon,2,92,4,0,597165
Oregon,2,92,5,0,653505
Oregon,2,92,6,0,686036
Oregon,2,92,7,0,701265
Oregon,2,92,8,0,669128
Oregon,2,92,9,3,632487
Oregon,2,92,10,6,626420
Oregon,2,92,11,21,659592
Oregon,2,92,12,71,707378
Oregon,2,92,13,127,698442
Oregon,2,92,14,192,597524
Oregon,2,92,15,211,423888
Oregon,2,92,16,228,287803
Oregon,2,92,17,161,206386
Oregon,2,92,18,71,265518
Oregon,2,92,19,0,0
Oregon,1,93,1,0,596157
Oregon,1,93,2,0,620297
Oregon,1,93,3,0,618258
Oregon,1,93,4,0,628278
Oregon,1,93,5,0,679184
Oregon,1,93,6,1,707814
Oregon,1,93,7,1,711893
Oregon,1,93,8,7,681641
Oregon,1,93,9,14,651017
Oregon,1,93,10,42,636452
Oregon,1,93,11,93,642734
Oregon,1,93,12,232,662164
Oregon,1,93,13,376,644029
Oregon,1,93,14,516,552457
Oregon,1,93,15,550,383490
Oregon,1,93,16,400,248156
Oregon,1,93,17,278,159025
Oregon,1,93,18,190,149703
Oregon,1,93,19,0,0
Oregon,2,93,1,0,565375
Oregon,2,93,2,0,593021
Oregon,2,93,3,0,591423
Oregon,2,93,4,0,597165
Oregon,2,93,5,3,653505
Oregon,2,93,6,2,686036
Oregon,2,93,7,2,701265
Oregon,2,93,8,5,669128
Oregon,2,93,9,27,632487
Oregon,2,93,10,44,626420
Oregon,2,93,11,143,659592
Oregon,2,93,12,276,707378
Oregon,2,93,13,449,698442
Oregon,2,93,14,518,597524
Oregon,2,93,15,619,423888
Oregon,2,93,16,491,287803
Oregon,2,93,17,337,206386
Oregon,2,93,18,231,265518
Oregon,2,93,19,0,0
Oregon,1,94,1,0,596157
Oregon,1,94,2,0,620297
Oregon,1,94,3,0,618258
Oregon,1,94,4,0,628278
Oregon,1,94,5,0,679184
Oregon,1,94,6,0,707814
Oregon,1,94,7,0,711893
Oregon,1,94,8,2,681641
Oregon,1,94,9,5,651017
Oregon,1,94,10,17,636452
Oregon,1,94,11,32,642734
Oregon,1,94,12,87,662164
Oregon,1,94,13,122,644029
Oregon,1,94,14,146,552457
Oregon,1,94,15,136,383490
Oregon,1,94,16,112,248156
Oregon,1,94,17,57,159025
Oregon,1,94,18,35,149703
Oregon,1,94,19,0,0
Oregon,2,94,1,0,565375
Oregon,2,94,2,0,593021
Oregon,2,94,3,0,591423
Oregon,2,94,4,0,597165
Oregon,2,94,5,0,653505
Oregon,2,94,6,1,686036
Oregon,2,94,7,0,701265
Oregon,2,94,8,0,669128
Oregon,2,94,9,6,632487
Oregon,2,94,10,14,626420
Oregon,2,94,11,48,659592
Oregon,2,94,12,97,707378
Oregon,2,94,13,134,698442
Oregon,2,94,14,162,597524
Oregon,2,94,15,172,423888
Oregon,2,94,16,112,287803
Oregon,2,94,17,79,206386
Oregon,2,94,18,34,265518
Oregon,2,94,19,0,0
Oregon,1,95,1,0,596157
Oregon,1,95,2,0,620297
Oregon,1,95,3,0,618258
Oregon,1,95,4,0,628278
Oregon,1,95,5,0,679184
Oregon,1,95,6,0,707814
Oregon,1,95,7,0,711893
Oregon,1,95,8,0,681641
Oregon,1,95,9,1,651017
Oregon,1,95,10,1,636452
Oregon,1,95,11,10,642734
Oregon,1,95,12,24,662164
Oregon,1,95,13,30,644029
Oregon,1,95,14,42,552457
Oregon,1,95,15,53,383490
Oregon,1,95,16,51,248156
Oregon,1,95,17,49,159025
Oregon,1,95,18,38,149703
Oregon,1,95,19,0,0
Oregon,2,95,1,0,565375
Oregon,2,95,2,0,593021
Oregon,2,95,3,0,591423
Oregon,2,95,4,0,597165
Oregon,2,95,5,0,653505
Oregon,2,95,6,1,686036
Oregon,2,95,7,0,701265
Oregon,2,95,8,1,669128
Oregon,2,95,9,0,632487
Oregon,2,95,10,1,626420
Oregon,2,95,11,10,659592
Oregon,2,95,12,21,707378
Oregon,2,95,13,23,698442
Oregon,2,95,14,26,597524
Oregon,2,95,15,37,423888
Oregon,2,95,16,56,287803
Oregon,2,95,17,45,206386
Oregon,2,95,18,44,265518
Oregon,2,95,19,0,0
Oregon,1,96,1,0,596157
Oregon,1,96,2,0,620297
Oregon,1,96,3,1,618258
Oregon,1,96,4,0,628278
Oregon,1,96,5,3,679184
Oregon,1,96,6,1,707814
Oregon,1,96,7,2,711893
Oregon,1,96,8,4,681641
Oregon,1,96,9,7,651017
Oregon,1,96,10,16,636452
Oregon,1,96,11,32,642734
Oregon,1,96,12,72,662164
Oregon,1,96,13,89,644029
Oregon,1,96,14,129,552457
Oregon,1,96,15,133,383490
Oregon,1,96,16,129,248156
Oregon,1,96,17,89,159025
Oregon,1,96,18,45,149703
Oregon,1,96,19,0,0
Oregon,2,96,1,0,565375
Oregon,2,96,2,1,593021
Oregon,2,96,3,0,591423
Oregon,2,96,4,0,597165
Oregon,2,96,5,0,653505
Oregon,2,96,6,5,686036
Oregon,2,96,7,5,701265
Oregon,2,96,8,6,669128
Oregon,2,96,9,10,632487
Oregon,2,96,10,17,626420
Oregon,2,96,11,29,659592
Oregon,2,96,12,58,707378
Oregon,2,96,13,84,698442
Oregon,2,96,14,140,597524
Oregon,2,96,15,140,423888
Oregon,2,96,16,103,287803
Oregon,2,96,17,73,206386
Oregon,2,96,18,46,265518
Oregon,2,96,19,0,0
Oregon,1,97,1,0,596157
Oregon,1,97,2,0,620297
