state,sex,c34_site,age_group,num_cases,person_years
Arkansas,1,102,12,29,474805
Arkansas,1,102,13,48,422666
Arkansas,1,102,14,51,369939
Arkansas,1,102,15,40,276131
Arkansas,1,102,16,34,191472
Arkansas,1,102,17,28,121558
Arkansas,1,102,18,21,96963
Arkansas,1,102,19,0,0
Arkansas,2,102,1,0,465332
Arkansas,2,102,2,0,484171
Arkansas,2,102,3,0,483131
Arkansas,2,102,4,0,483398
Arkansas,2,102,5,1,511810
Arkansas,2,102,6,1,492175
Arkansas,2,102,7,0,478029
Arkansas,2,102,8,0,460131
Arkansas,2,102,9,3,457510
Arkansas,2,102,10,3,463163
Arkansas,2,102,11,19,505219
Arkansas,2,102,12,29,503559
Arkansas,2,102,13,31,466213
Arkansas,2,102,14,50,413311
Arkansas,2,102,15,57,320541
Arkansas,2,102,16,39,234920
Arkansas,2,102,17,16,170641
Arkansas,2,102,18,8,185552
Arkansas,2,102,19,0,0
Arkansas,1,103,1,1,490887
Arkansas,1,103,2,0,505178
Arkansas,1,103,3,0,506780
Arkansas,1,103,4,0,505294
Arkansas,1,103,5,0,530385
Arkansas,1,103,6,1,496534
Arkansas,1,103,7,3,480218
Arkansas,1,103,8,2,458825
Arkansas,1,103,9,4,447569
Arkansas,1,103,10,23,454466
Arkansas,1,103,11,69,487627
Arkansas,1,103,12,152,474805
Arkansas,1,103,13,262,422666
Arkansas,1,103,14,372,369939
Arkansas,1,103,15,370,276131
Arkansas,1,103,16,284,191472
Arkansas,1,103,17,208,121558
Arkansas,1,103,18,114,96963
Arkansas,1,103,19,0,0
Arkansas,2,103,1,0,465332
Arkansas,2,103,2,0,484171
Arkansas,2,103,3,0,483131
Arkansas,2,103,4,0,483398
Arkansas,2,103,5,0,511810
Arkansas,2,103,6,2,492175
Arkansas,2,103,7,2,478029
Arkansas,2,103,8,4,460131
Arkansas,2,103,9,13,457510
Arkansas,2,103,10,30,463163
Arkansas,2,103,11,91,505219
Arkansas,2,103,12,135,503559
Arkansas,2,103,13,191,466213
Arkansas,2,103,14,299,413311
Arkansas,2,103,15,302,320541
Arkansas,2,103,16,242,234920
Arkansas,2,103,17,162,170641
Arkansas,2,103,18,73,185552
Arkansas,2,103,19,0,0
Arkansas,1,104,1,0,490887
Arkansas,1,104,2,0,505178
Arkansas,1,104,3,0,506780
Arkansas,1,104,4,0,505294
Arkansas,1,104,5,0,530385
Arkansas,1,104,6,1,496534
Arkansas,1,104,7,2,480218
Arkansas,1,104,8,4,458825
Arkansas,1,104,9,14,447569
Arkansas,1,104,10,33,454466
Arkansas,1,104,11,88,487627
Arkansas,1,104,12,147,474805
Arkansas,1,104,13,181,422666
Arkansas,1,104,14,259,369939
Arkansas,1,104,15,285,276131
Arkansas,1,104,16,229,191472
Arkansas,1,104,17,170,121558
Arkansas,1,104,18,161,96963
Arkansas,1,104,19,0,0
Arkansas,2,104,1,0,465332
Arkansas,2,104,2,0,484171
Arkansas,2,104,3,0,483131
Arkansas,2,104,4,0,483398
Arkansas,2,104,5,0,511810
Arkansas,2,104,6,0,492175
Arkansas,2,104,7,0,478029
Arkansas,2,104,8,1,460131
Arkansas,2,104,9,14,457510
Arkansas,2,104,10,27,463163
Arkansas,2,104,11,61,505219
Arkansas,2,104,12,125,503559
Arkansas,2,104,13,137,466213
Arkansas,2,104,14,190,413311
Arkansas,2,104,15,176,320541
Arkansas,2,104,16,175,234920
Arkansas,2,104,17,119,170641
Arkansas,2,104,18,156,185552
Arkansas,2,104,19,1,0
California,1,91,1,4,6377128
California,1,91,2,1,6487581
California,1,91,3,1,6439934
California,1,91,4,7,6651539
California,1,91,5,21,7373769
California,1,91,6,40,7708820
California,1,91,7,63,7222830
California,1,91,8,119,6574221
California,1,91,9,243,6366386
California,1,91,10,604,6444656
California,1,91,11,1519,6444570
California,1,91,12,3278,6035293
California,1,91,13,5184,5047349
California,1,91,14,7058,4033165
California,1,91,15,7581,2796802
California,1,91,16,6827,1926654
California,1,91,17,5453,1328411
California,1,91,18,4743,1268210
California,1,91,19,0,0
California,2,91,1,5,6090530
California,2,91,2,3,6208538
California,2,91,3,5,6186915
California,2,91,4,8,6355953
California,2,91,5,25,6890377
California,2,91,6,38,7217922
California,2,91,7,72,6901617
California,2,91,8,162,6452978
California,2,91,9,280,6378835
California,2,91,10,687,6441007
California,2,91,11,1712,6551909
California,2,91,12,3267,6301892
California,2,91,13,4580,5496300
California,2,91,14,6677,4540230
California,2,91,15,7251,3307217
California,2,91,16,6888,2412120
California,2,91,17,5691,1816142
California,2,91,18,5428,2223618
California,2,91,19,0,0
California,1,92,1,0,6377128
California,1,92,2,0,6487581
California,1,92,3,0,6439934
California,1,92,4,0,6651539
California,1,92,5,0,7373769
California,1,92,6,6,7708820
California,1,92,7,5,7222830
California,1,92,8,8,6574221
California,1,92,9,26,6366386
California,1,92,10,82,6444656
California,1,92,11,247,6444570
California,1,92,12,590,6035293
California,1,92,13,1052,5047349
California,1,92,14,1507,4033165
California,1,92,15,1801,2796802
California,1,92,16,1641,1926654
California,1,92,17,1204,1328411
California,1,92,18,854,1268210
California,1,92,19,0,0
California,2,92,1,0,6090530
California,2,92,2,0,6208538
California,2,92,3,0,6186915
California,2,92,4,1,6355953
California,2,92,5,1,6890377
California,2,92,6,0,7217922
California,2,92,7,5,6901617
California,2,92,8,8,6452978
California,2,92,9,16,6378835
California,2,92,10,38,6441007
California,2,92,11,125,6551909
California,2,92,12,322,6301892
California,2,92,13,514,5496300
California,2,92,14,893,4540230
California,2,92,15,1203,3307217
California,2,92,16,1169,2412120
California,2,92,17,966,1816142
California,2,92,18,631,2223618
California,2,92,19,0,0
California,1,93,1,0,6377128
California,1,93,2,1,6487581
California,1,93,3,1,6439934
California,1,93,4,1,6651539
California,1,93,5,5,7373769
California,1,93,6,13,7708820
California,1,93,7,27,7222830
California,1,93,8,62,6574221
California,1,93,9,142,6366386
California,1,93,10,324,6444656
California,1,93,11,801,6444570
California,1,93,12,1602,6035293
California,1,93,13,2487,5047349
California,1,93,14,3276,4033165
California,1,93,15,3408,2796802
California,1,93,16,3017,1926654
California,1,93,17,2323,1328411
California,1,93,18,1690,1268210
California,1,93,19,0,0
California,2,93,1,0,6090530
California,2,93,2,1,6208538
California,2,93,3,0,6186915
California,2,93,4,0,6355953
California,2,93,5,5,6890377
California,2,93,6,18,7217922
California,2,93,7,37,6901617
California,2,93,8,106,6452978
California,2,93,9,194,6378835
California,2,93,10,457,6441007
California,2,93,11,1089,6551909
California,2,93,12,1978,6301892
California,2,93,13,2715,5496300
California,2,93,14,3771,4540230
California,2,93,15,3952,3307217
California,2,93,16,3518,2412120
California,2,93,17,2762,1816142
California,2,93,18,2097,2223618
California,2,93,19,0,0
California,1,94,1,0,6377128
California,1,94,2,0,6487581
California,1,94,3,0,6439934
California,1,94,4,1,6651539
California,1,94,5,0,7373769
California,1,94,6,1,7708820
California,1,94,7,5,7222830
California,1,94,8,7,6574221
California,1,94,9,14,6366386
California,1,94,10,56,6444656
California,1,94,11,152,6444570
California,1,94,12,396,6035293
California,1,94,13,581,5047349
California,1,94,14,713,4033165
California,1,94,15,705,2796802
California,1,94,16,625,1926654
California,1,94,17,405,1328411
California,1,94,18,248,1268210
California,1,94,19,0,0
California,2,94,1,0,6090530
California,2,94,2,0,6208538
California,2,94,3,0,6186915
California,2,94,4,0,6355953
California,2,94,5,2,6890377
California,2,94,6,0,7217922
California,2,94,7,1,6901617
California,2,94,8,2,6452978
California,2,94,9,10,6378835
California,2,94,10,48,6441007
California,2,94,11,156,6551909
California,2,94,12,361,6301892
California,2,94,13,491,5496300
California,2,94,14,716,4540230
California,2,94,15,706,3307217
California,2,94,16,632,2412120
California,2,94,17,381,1816142
California,2,94,18,216,2223618
California,2,94,19,0,0
California,1,95,1,0,6377128
California,1,95,2,0,6487581
California,1,95,3,0,6439934
California,1,95,4,1,6651539
California,1,95,5,1,7373769
California,1,95,6,1,7708820
California,1,95,7,4,7222830
California,1,95,8,5,6574221
California,1,95,9,7,6366386
California,1,95,10,23,6444656
California,1,95,11,65,6444570
California,1,95,12,137,6035293
California,1,95,13,218,5047349
California,1,95,14,319,4033165
California,1,95,15,336,2796802
California,1,95,16,307,1926654
California,1,95,17,313,1328411
California,1,95,18,437,1268210
California,1,95,19,0,0
California,2,95,1,0,6090530
California,2,95,2,0,6208538
California,2,95,3,0,6186915
California,2,95,4,0,6355953
California,2,95,5,0,6890377
California,2,95,6,0,7217922
California,2,95,7,1,6901617
California,2,95,8,5,6452978
California,2,95,9,4,6378835
California,2,95,10,11,6441007
California,2,95,11,58,6551909
California,2,95,12,119,6301892
California,2,95,13,142,5496300
California,2,95,14,213,4540230
California,2,95,15,253,3307217
California,2,95,16,301,2412120
California,2,95,17,377,1816142
California,2,95,18,560,2223618
California,2,95,19,0,0
California,1,96,1,1,6377128
California,1,96,2,0,6487581
California,1,96,3,0,6439934
California,1,96,4,4,6651539
California,1,96,5,11,7373769
California,1,96,6,18,7708820
California,1,96,7,20,7222830
California,1,96,8,29,6574221
California,1,96,9,41,6366386
California,1,96,10,82,6444656
California,1,96,11,197,6444570
California,1,96,12,412,6035293
California,1,96,13,567,5047349
California,1,96,14,808,4033165
California,1,96,15,801,2796802
California,1,96,16,691,1926654
California,1,96,17,562,1328411
California,1,96,18,399,1268210
California,1,96,19,0,0
California,2,96,1,0,6090530
California,2,96,2,1,6208538
California,2,96,3,4,6186915
California,2,96,4,7,6355953
California,2,96,5,14,6890377
California,2,96,6,19,7217922
California,2,96,7,24,6901617
California,2,96,8,38,6452978
California,2,96,9,47,6378835
California,2,96,10,107,6441007
California,2,96,11,236,6551909
California,2,96,12,391,6301892
California,2,96,13,533,5496300
California,2,96,14,772,4540230
California,2,96,15,761,3307217
California,2,96,16,720,2412120
California,2,96,17,544,1816142
California,2,96,18,412,2223618
California,2,96,19,0,0
California,1,97,1,0,6377128
California,1,97,2,0,6487581
California,1,97,3,0,6439934
California,1,97,4,0,6651539
California,1,97,5,3,7373769
California,1,97,6,0,7708820
California,1,97,7,0,7222830
California,1,97,8,4,6574221
California,1,97,9,4,6366386
California,1,97,10,4,6444656
California,1,97,11,5,6444570
California,1,97,12,5,6035293
California,1,97,13,7,5047349
California,1,97,14,11,4033165
California,1,97,15,15,2796802
California,1,97,16,17,1926654
California,1,97,17,12,1328411
California,1,97,18,13,1268210
California,1,97,19,0,0
California,2,97,1,0,6090530
California,2,97,2,0,6208538
California,2,97,3,0,6186915
California,2,97,4,0,6355953
California,2,97,5,2,6890377
California,2,97,6,1,7217922
California,2,97,7,1,6901617
California,2,97,8,1,6452978
California,2,97,9,5,6378835
California,2,97,10,2,6441007
California,2,97,11,5,6551909
California,2,97,12,3,6301892
California,2,97,13,12,5496300
California,2,97,14,14,4540230
California,2,97,15,11,3307217
California,2,97,16,8,2412120
California,2,97,17,7,1816142
California,2,97,18,8,2223618
California,2,97,19,0,0
California,1,98,1,3,6377128
California,1,98,2,0,6487581
California,1,98,3,0,6439934
California,1,98,4,0,6651539
California,1,98,5,1,7373769
California,1,98,6,0,7708820
California,1,98,7,1,7222830
California,1,98,8,1,6574221
California,1,98,9,2,6366386
California,1,98,10,2,6444656
California,1,98,11,1,6444570
California,1,98,12,2,6035293
California,1,98,13,6,5047349
California,1,98,14,8,4033165
California,1,98,15,7,2796802
California,1,98,16,8,1926654
California,1,98,17,8,1328411
California,1,98,18,4,1268210
California,1,98,19,0,0
California,2,98,1,5,6090530
California,2,98,2,1,6208538
California,2,98,3,1,6186915
California,2,98,4,0,6355953
California,2,98,5,0,6890377
California,2,98,6,0,7217922
California,2,98,7,1,6901617
California,2,98,8,0,6452978
California,2,98,9,0,6378835
California,2,98,10,4,6441007
California,2,98,11,1,6551909
California,2,98,12,5,6301892
California,2,98,13,3,5496300
California,2,98,14,6,4540230
California,2,98,15,8,3307217
California,2,98,16,7,2412120
California,2,98,17,5,1816142
California,2,98,18,2,2223618
California,2,98,19,0,0
California,1,99,1,0,6377128
California,1,99,2,0,6487581
California,1,99,3,0,6439934
California,1,99,4,0,6651539
California,1,99,5,0,7373769
California,1,99,6,1,7708820
California,1,99,7,1,7222830
California,1,99,8,3,6574221
California,1,99,9,7,6366386
California,1,99,10,31,6444656
California,1,99,11,51,6444570
California,1,99,12,134,6035293
California,1,99,13,266,5047349
California,1,99,14,416,4033165
California,1,99,15,508,2796802
California,1,99,16,521,1926654
California,1,99,17,626,1328411
California,1,99,18,1098,1268210
California,1,99,19,0,0
California,2,99,1,0,6090530
California,2,99,2,0,6208538
California,2,99,3,0,6186915
California,2,99,4,0,6355953
California,2,99,5,1,6890377
California,2,99,6,0,7217922
California,2,99,7,2,6901617
California,2,99,8,2,6452978
California,2,99,9,4,6378835
California,2,99,10,20,6441007
California,2,99,11,42,6551909
California,2,99,12,88,6301892
California,2,99,13,170,5496300
California,2,99,14,292,4540230
California,2,99,15,357,3307217
California,2,99,16,533,2412120
California,2,99,17,649,1816142
California,2,99,18,1502,2223618
California,2,99,19,0,0
California,1,100,1,1,6377128
California,1,100,2,0,6487581
California,1,100,3,0,6439934
California,1,100,4,1,6651539
California,1,100,5,3,7373769
California,1,100,6,5,7708820
California,1,100,7,8,7222830
California,1,100,8,8,6574221
California,1,100,9,14,6366386
California,1,100,10,32,6444656
California,1,100,11,96,6444570
California,1,100,12,199,6035293
California,1,100,13,297,5047349
California,1,100,14,285,4033165
California,1,100,15,287,2796802
California,1,100,16,249,1926654
California,1,100,17,160,1328411
California,1,100,18,133,1268210
California,1,100,19,0,0
California,2,100,1,0,6090530
California,2,100,2,0,6208538
California,2,100,3,0,6186915
California,2,100,4,0,6355953
California,2,100,5,0,6890377
California,2,100,6,1,7217922
California,2,100,7,3,6901617
California,2,100,8,8,6452978
California,2,100,9,14,6378835
California,2,100,10,31,6441007
California,2,100,11,77,6551909
California,2,100,12,135,6301892
California,2,100,13,229,5496300
California,2,100,14,276,4540230
California,2,100,15,233,3307217
California,2,100,16,219,2412120
California,2,100,17,162,1816142
California,2,100,18,129,2223618
California,2,100,19,0,0
California,1,101,1,2,6377128
California,1,101,2,0,6487581
California,1,101,3,1,6439934
California,1,101,4,1,6651539
California,1,101,5,5,7373769
California,1,101,6,9,7708820
California,1,101,7,17,7222830
California,1,101,8,52,6574221
California,1,101,9,106,6366386
California,1,101,10,284,6444656
California,1,101,11,715,6444570
California,1,101,12,1629,6035293
California,1,101,13,2556,5047349
California,1,101,14,3455,4033165
California,1,101,15,3727,2796802
California,1,101,16,3303,1926654
California,1,101,17,2521,1328411
California,1,101,18,1965,1268210
California,1,101,19,0,0
California,2,101,1,2,6090530
California,2,101,2,1,6208538
California,2,101,3,1,6186915
California,2,101,4,0,6355953
California,2,101,5,7,6890377
California,2,101,6,10,7217922
California,2,101,7,20,6901617
California,2,101,8,56,6452978
California,2,101,9,104,6378835
California,2,101,10,320,6441007
California,2,101,11,802,6551909
California,2,101,12,1579,6301892
California,2,101,13,2175,5496300
California,2,101,14,3251,4540230
California,2,101,15,3516,3307217
California,2,101,16,3188,2412120
California,2,101,17,2599,1816142
California,2,101,18,2125,2223618
California,2,101,19,0,0
California,1,102,1,0,6377128
California,1,102,2,0,6487581
California,1,102,3,0,6439934
California,1,102,4,0,6651539
California,1,102,5,3,7373769
California,1,102,6,0,7708820
California,1,102,7,2,7222830
California,1,102,8,4,6574221
California,1,102,9,9,6366386
California,1,102,10,24,6444656
California,1,102,11,67,6444570
California,1,102,12,116,6035293
California,1,102,13,201,5047349
California,1,102,14,283,4033165
California,1,102,15,328,2796802
California,1,102,16,242,1926654
California,1,102,17,218,1328411
California,1,102,18,132,1268210
California,1,102,19,0,0
California,2,102,1,0,6090530
California,2,102,2,1,6208538
California,2,102,3,1,6186915
California,2,102,4,2,6355953
California,2,102,5,2,6890377
California,2,102,6,5,7217922
California,2,102,7,4,6901617
California,2,102,8,25,6452978
California,2,102,9,17,6378835
California,2,102,10,41,6441007
California,2,102,11,81,6551909
California,2,102,12,172,6301892
California,2,102,13,247,5496300
California,2,102,14,325,4540230
California,2,102,15,326,3307217
California,2,102,16,351,2412120
California,2,102,17,251,1816142
California,2,102,18,223,2223618
California,2,102,19,0,0
California,1,103,1,0,6377128
California,1,103,2,0,6487581
California,1,103,3,0,6439934
California,1,103,4,3,6651539
California,1,103,5,7,7373769
California,1,103,6,15,7708820
California,1,103,7,20,7222830
California,1,103,8,33,6574221
California,1,103,9,59,6366386
California,1,103,10,133,6444656
California,1,103,11,317,6444570
California,1,103,12,699,6035293
California,1,103,13,1170,5047349
California,1,103,14,1789,4033165
California,1,103,15,1956,2796802
California,1,103,16,1879,1926654
California,1,103,17,1494,1328411
California,1,103,18,1198,1268210
California,1,103,19,0,0
California,2,103,1,0,6090530
California,2,103,2,1,6208538
California,2,103,3,2,6186915
California,2,103,4,2,6355953
California,2,103,5,12,6890377
California,2,103,6,17,7217922
California,2,103,7,28,6901617
California,2,103,8,44,6452978
California,2,103,9,105,6378835
California,2,103,10,194,6441007
California,2,103,11,452,6551909
California,2,103,12,886,6301892
California,2,103,13,1254,5496300
California,2,103,14,1869,4540230
California,2,103,15,2107,3307217
California,2,103,16,2008,2412120
California,2,103,17,1596,1816142
California,2,103,18,1256,2223618
California,2,103,19,0,0
California,1,104,1,1,6377128
California,1,104,2,1,6487581
California,1,104,3,0,6439934
California,1,104,4,2,6651539
California,1,104,5,3,7373769
California,1,104,6,11,7708820
California,1,104,7,16,7222830
California,1,104,8,22,6574221
California,1,104,9,55,6366386
California,1,104,10,131,6444656
California,1,104,11,324,6444570
California,1,104,12,635,6035293
California,1,104,13,960,5047349
California,1,104,14,1246,4033165
California,1,104,15,1283,2796802
California,1,104,16,1154,1926654
California,1,104,17,1060,1328411
California,1,104,18,1315,1268210
California,1,104,19,0,0
California,2,104,1,3,6090530
California,2,104,2,0,6208538
California,2,104,3,1,6186915
California,2,104,4,4,6355953
California,2,104,5,4,6890377
California,2,104,6,5,7217922
California,2,104,7,17,6901617
California,2,104,8,29,6452978
California,2,104,9,40,6378835
California,2,104,10,101,6441007
California,2,104,11,300,6551909
California,2,104,12,495,6301892
California,2,104,13,675,5496300
California,2,104,14,956,4540230
California,2,104,15,1069,3307217
California,2,104,16,1122,2412120
California,2,104,17,1083,1816142
California,2,104,18,1695,2223618
California,2,104,19,0,0
Colorado,1,91,1,1,856013
Colorado,1,91,2,0,909946
Colorado,1,91,3,0,912806
Colorado,1,91,4,0,896266
Colorado,1,91,5,0,990549
Colorado,1,91,6,9,1078357
Colorado,1,91,7,12,1065214
Colorado,1,91,8,15,966773
Colorado,1,91,9,29,926216
Colorado,1,91,10,85,895014
Colorado,1,91,11,222,901411
Colorado,1,91,12,489,891654
Colorado,1,91,13,797,779079
Colorado,1,91,14,1027,626249
Colorado,1,91,15,991,408413
Colorado,1,91,16,912,260133
Colorado,1,91,17,614,170502
Colorado,1,91,18,531,146070
Colorado,1,91,19,0,0
Colorado,2,91,1,1,818909
Colorado,2,91,2,0,864950
Colorado,2,91,3,0,874159
Colorado,2,91,4,0,841519
Colorado,2,91,5,1,894216
Colorado,2,91,6,3,997903
Colorado,2,91,7,10,992237
Colorado,2,91,8,21,917741
Colorado,2,91,9,47,875825
Colorado,2,91,10,101,869816
Colorado,2,91,11,237,917493
Colorado,2,91,12,508,923996
Colorado,2,91,13,758,824074
Colorado,2,91,14,934,667530
Colorado,2,91,15,1098,456297
Colorado,2,91,16,983,311332
Colorado,2,91,17,698,225054
Colorado,2,91,18,605,267143
Colorado,2,91,19,0,0
Colorado,1,92,1,0,856013
Colorado,1,92,2,0,909946
Colorado,1,92,3,0,912806
Colorado,1,92,4,0,896266
Colorado,1,92,5,0,990549
Colorado,1,92,6,1,1078357
Colorado,1,92,7,1,1065214
Colorado,1,92,8,1,966773
Colorado,1,92,9,5,926216
Colorado,1,92,10,22,895014
Colorado,1,92,11,47,901411
Colorado,1,92,12,113,891654
Colorado,1,92,13,196,779079
Colorado,1,92,14,269,626249
Colorado,1,92,15,269,408413
Colorado,1,92,16,243,260133
Colorado,1,92,17,162,170502
Colorado,1,92,18,96,146070
Colorado,1,92,19,0,0
Colorado,2,92,1,0,818909
Colorado,2,92,2,0,864950
Colorado,2,92,3,0,874159
Colorado,2,92,4,0,841519
Colorado,2,92,5,0,894216
Colorado,2,92,6,0,997903
Colorado,2,92,7,1,992237
Colorado,2,92,8,1,917741
Colorado,2,92,9,1,875825
Colorado,2,92,10,8,869816
Colorado,2,92,11,14,917493
Colorado,2,92,12,48,923996
Colorado,2,92,13,80,824074
Colorado,2,92,14,137,667530
Colorado,2,92,15,214,456297
Colorado,2,92,16,163,311332
Colorado,2,92,17,121,225054
Colorado,2,92,18,65,267143
Colorado,2,92,19,0,0
Colorado,1,93,1,0,856013
Colorado,1,93,2,0,909946
Colorado,1,93,3,0,912806
Colorado,1,93,4,0,896266
Colorado,1,93,5,0,990549
Colorado,1,93,6,2,1078357
Colorado,1,93,7,1,1065214
Colorado,1,93,8,7,966773
Colorado,1,93,9,17,926216
Colorado,1,93,10,37,895014
Colorado,1,93,11,103,901411
Colorado,1,93,12,207,891654
Colorado,1,93,13,325,779079
Colorado,1,93,14,402,626249
Colorado,1,93,15,405,408413
Colorado,1,93,16,386,260133
Colorado,1,93,17,217,170502
Colorado,1,93,18,145,146070
Colorado,1,93,19,0,0
Colorado,2,93,1,0,818909
Colorado,2,93,2,0,864950
Colorado,2,93,3,0,874159
Colorado,2,93,4,0,841519
Colorado,2,93,5,1,894216
Colorado,2,93,6,0,997903
Colorado,2,93,7,2,992237
Colorado,2,93,8,15,917741
Colorado,2,93,9,34,875825
Colorado,2,93,10,58,869816
Colorado,2,93,11,129,917493
Colorado,2,93,12,282,923996
Colorado,2,93,13,407,824074
Colorado,2,93,14,470,667530
Colorado,2,93,15,523,456297
Colorado,2,93,16,438,311332
Colorado,2,93,17,273,225054
Colorado,2,93,18,201,267143
Colorado,2,93,19,0,0
Colorado,1,94,1,0,856013
Colorado,1,94,2,0,909946
Colorado,1,94,3,0,912806
Colorado,1,94,4,0,896266
Colorado,1,94,5,0,990549
Colorado,1,94,6,0,1078357
Colorado,1,94,7,1,1065214
Colorado,1,94,8,1,966773
Colorado,1,94,9,2,926216
Colorado,1,94,10,13,895014
Colorado,1,94,11,29,901411
Colorado,1,94,12,68,891654
Colorado,1,94,13,99,779079
Colorado,1,94,14,139,626249
Colorado,1,94,15,108,408413
Colorado,1,94,16,85,260133
Colorado,1,94,17,58,170502
Colorado,1,94,18,36,146070
Colorado,1,94,19,0,0
Colorado,2,94,1,0,818909
Colorado,2,94,2,0,864950
Colorado,2,94,3,0,874159
Colorado,2,94,4,0,841519
Colorado,2,94,5,0,894216
Colorado,2,94,6,0,997903
Colorado,2,94,7,0,992237
Colorado,2,94,8,1,917741
Colorado,2,94,9,4,875825
Colorado,2,94,10,9,869816
Colorado,2,94,11,40,917493
Colorado,2,94,12,78,923996
Colorado,2,94,13,113,824074
Colorado,2,94,14,134,667530
Colorado,2,94,15,114,456297
Colorado,2,94,16,113,311332
Colorado,2,94,17,68,225054
Colorado,2,94,18,24,267143
Colorado,2,94,19,0,0
Colorado,1,95,1,0,856013
Colorado,1,95,2,0,909946
Colorado,1,95,3,0,912806
Colorado,1,95,4,0,896266
Colorado,1,95,5,0,990549
Colorado,1,95,6,1,1078357
Colorado,1,95,7,0,1065214
Colorado,1,95,8,0,966773
Colorado,1,95,9,3,926216
Colorado,1,95,10,0,895014
Colorado,1,95,11,8,901411
Colorado,1,95,12,9,891654
Colorado,1,95,13,29,779079
Colorado,1,95,14,38,626249
Colorado,1,95,15,34,408413
Colorado,1,95,16,30,260133
Colorado,1,95,17,28,170502
Colorado,1,95,18,40,146070
Colorado,1,95,19,0,0
Colorado,2,95,1,0,818909
Colorado,2,95,2,0,864950
Colorado,2,95,3,0,874159
Colorado,2,95,4,0,841519
Colorado,2,95,5,0,894216
Colorado,2,95,6,0,997903
Colorado,2,95,7,0,992237
Colorado,2,95,8,1,917741
Colorado,2,95,9,0,875825
Colorado,2,95,10,4,869816
Colorado,2,95,11,6,917493
Colorado,2,95,12,10,923996
Colorado,2,95,13,17,824074
Colorado,2,95,14,30,667530
Colorado,2,95,15,41,456297
Colorado,2,95,16,47,311332
Colorado,2,95,17,41,225054
Colorado,2,95,18,57,267143
Colorado,2,95,19,0,0
Colorado,1,96,1,0,856013
Colorado,1,96,2,0,909946
Colorado,1,96,3,0,912806
Colorado,1,96,4,0,896266
Colorado,1,96,5,0,990549
Colorado,1,96,6,4,1078357
Colorado,1,96,7,9,1065214
Colorado,1,96,8,5,966773
Colorado,1,96,9,2,926216
Colorado,1,96,10,9,895014
Colorado,1,96,11,27,901411
Colorado,1,96,12,67,891654
Colorado,1,96,13,88,779079
Colorado,1,96,14,108,626249
Colorado,1,96,15,92,408413
Colorado,1,96,16,78,260133
Colorado,1,96,17,67,170502
Colorado,1,96,18,41,146070
Colorado,1,96,19,0,0
Colorado,2,96,1,0,818909
Colorado,2,96,2,0,864950
Colorado,2,96,3,0,874159
Colorado,2,96,4,0,841519
Colorado,2,96,5,0,894216
Colorado,2,96,6,3,997903
Colorado,2,96,7,7,992237
Colorado,2,96,8,3,917741
Colorado,2,96,9,7,875825
Colorado,2,96,10,18,869816
Colorado,2,96,11,40,917493
Colorado,2,96,12,72,923996
Colorado,2,96,13,104,824074
Colorado,2,96,14,120,667530
Colorado,2,96,15,119,456297
Colorado,2,96,16,111,311332
Colorado,2,96,17,71,225054
Colorado,2,96,18,37,267143
Colorado,2,96,19,0,0
Colorado,1,97,1,0,856013
Colorado,1,97,2,0,909946
Colorado,1,97,3,0,912806
Colorado,1,97,4,0,896266
Colorado,1,97,5,0,990549
Colorado,1,97,6,1,1078357
Colorado,1,97,7,0,1065214
Colorado,1,97,8,0,966773
Colorado,1,97,9,0,926216
Colorado,1,97,10,1,895014
Colorado,1,97,11,0,901411
Colorado,1,97,12,0,891654
Colorado,1,97,13,0,779079
Colorado,1,97,14,2,626249
Colorado,1,97,15,1,408413
Colorado,1,97,16,1,260133
Colorado,1,97,17,0,170502
Colorado,1,97,18,1,146070
Colorado,1,97,19,0,0
Colorado,2,97,1,0,818909
Colorado,2,97,2,0,864950
Colorado,2,97,3,0,874159
Colorado,2,97,4,0,841519
Colorado,2,97,5,0,894216
Colorado,2,97,6,0,997903
Colorado,2,97,7,0,992237
Colorado,2,97,8,0,917741
Colorado,2,97,9,0,875825
Colorado,2,97,10,1,869816
Colorado,2,97,11,2,917493
Colorado,2,97,12,0,923996
Colorado,2,97,13,0,824074
Colorado,2,97,14,0,667530
Colorado,2,97,15,0,456297
Colorado,2,97,16,1,311332
Colorado,2,97,17,1,225054
Colorado,2,97,18,0,267143
Colorado,2,97,19,0,0
Colorado,1,98,1,1,856013
Colorado,1,98,2,0,909946
Colorado,1,98,3,0,912806
Colorado,1,98,4,0,896266
Colorado,1,98,5,0,990549
Colorado,1,98,6,0,1078357
Colorado,1,98,7,0,1065214
Colorado,1,98,8,1,966773
Colorado,1,98,9,0,926216
Colorado,1,98,10,1,895014
Colorado,1,98,11,1,901411
Colorado,1,98,12,0,891654
Colorado,1,98,13,0,779079
Colorado,1,98,14,2,626249
Colorado,1,98,15,0,408413
Colorado,1,98,16,1,260133
Colorado,1,98,17,0,170502
Colorado,1,98,18,0,146070
Colorado,1,98,19,0,0
Colorado,2,98,1,1,818909
Colorado,2,98,2,0,864950
Colorado,2,98,3,0,874159
Colorado,2,98,4,0,841519
Colorado,2,98,5,0,894216
Colorado,2,98,6,0,997903
Colorado,2,98,7,0,992237
Colorado,2,98,8,0,917741
Colorado,2,98,9,0,875825
Colorado,2,98,10,0,869816
Colorado,2,98,11,1,917493
Colorado,2,98,12,0,923996
